qid,step,dists,elaps_ms,inserts,first_nn_dist,nn_dist,avg_dist,furthest_dist,percentile_25,percentile_50,percentile_75,percentile_95,variance,std,range,skewness,kurtosis,energy,nn10_dist,nn_to_first,nn10_to_first,RDE,TDR,NRS,feats_collect_time_ms,r
0,190,3462,2.915144,376,36.270206,0.000000,34.223900,36.932831,33.372936,35.266674,36.410305,36.835476,17.979858,4.240266,36.932831,-420.289062,39.995903,118925.507812,31.412670,0.000000,0.866074,-nan,0.000000,-1.000000,0.250101,0.730000
1,197,3366,2.853155,480,17.493122,0.000000,14.827675,15.673512,14.715088,15.147880,15.415389,15.588704,2.708633,1.645793,15.673512,-33.396973,63.357483,22256.857422,14.078528,0.000000,0.804804,inf,0.000000,-1.000000,0.129223,0.950000
2,190,3453,2.789974,278,22.248182,0.000000,21.700300,23.635086,21.373886,22.413509,23.137838,23.544653,7.927887,2.815650,23.635086,-113.155273,33.833725,47883.089844,19.297384,0.000000,0.867369,-nan,0.000000,-1.000000,0.112057,0.880000
3,198,4229,3.134966,439,46.293488,41.651035,45.531025,46.814381,45.083298,45.776154,46.263496,46.680134,1.072266,1.035503,5.163345,-1.625000,2.119499,207414.656250,44.024364,0.899717,0.950984,inf,0.000000,-1.000000,0.114918,0.550000
4,199,3223,2.678156,473,64.289703,0.000000,54.742924,57.769932,54.089741,55.984344,57.032551,57.703461,36.202148,6.016822,57.769932,-1652.171875,65.622124,303298.968750,51.456085,0.000000,0.800378,inf,0.000000,-1.000000,0.118971,0.810000
5,191,4171,3.001928,332,27.733305,0.000000,25.022497,26.539307,24.908752,25.548088,26.030533,26.413710,7.864990,2.804459,26.539307,-160.813477,60.837128,63399.035156,23.902199,0.000000,0.861859,-nan,0.000000,-1.000000,0.108957,0.840000
6,196,2573,2.238035,383,24.911234,0.000000,20.579809,22.369783,20.044559,21.098135,21.855587,22.225548,6.301514,2.510282,22.369783,-91.189453,42.924931,42983.003906,18.620991,0.000000,0.747494,-nan,0.000000,-1.000000,0.112057,0.970000
7,190,3666,2.677202,336,25.818909,0.000000,24.037962,25.801071,23.717892,24.827166,25.444437,25.723066,8.928406,2.988044,25.801071,-150.466797,40.174923,58675.203125,21.688520,0.000000,0.840025,-nan,0.000000,-1.000000,0.113010,0.740000
8,196,3204,2.557993,471,39.434818,0.000000,32.171921,34.244411,31.852631,33.266941,33.853302,34.156162,14.905762,3.860798,34.244411,-351.292969,45.957199,104993.820312,29.352133,0.000000,0.744320,inf,0.000000,-1.000000,0.123024,0.750000
9,190,4074,2.852201,341,19.653963,0.000000,19.164017,20.666616,18.788839,19.701296,20.320168,20.599838,5.338379,2.310493,20.666616,-72.522461,44.696388,37259.792969,17.232138,0.000000,0.876777,inf,0.000000,-1.000000,0.113964,0.870000
10,190,3827,2.670050,380,15.783746,0.000000,14.645416,16.055061,14.278735,15.130509,15.633098,15.972316,3.471680,1.863244,16.055061,-32.919189,35.748428,21795.990234,12.717969,0.000000,0.805764,inf,0.000000,-1.000000,0.113010,0.960000
11,190,3329,2.362013,295,9.896130,0.000000,10.043921,10.895824,9.664281,10.356598,10.665720,10.873116,1.430588,1.196072,10.895824,-10.229553,46.918713,10231.092773,9.026285,0.000000,0.912103,-nan,0.000000,-1.000000,0.111103,0.990000
12,190,3463,2.250195,294,13.389336,10.899198,13.198379,14.069820,12.745014,13.380120,13.732695,14.000537,0.480469,0.693159,3.170623,-0.361816,0.835227,17467.765625,12.279156,0.814021,0.917085,inf,0.000000,-1.000000,0.111103,0.990000
13,191,4526,2.799988,389,28.126688,22.715822,27.345842,28.322523,27.008474,27.589863,28.059120,28.264536,1.066711,1.032817,5.606701,-2.386719,5.855993,74886.179688,26.096899,0.807625,0.927834,inf,0.000000,-1.000000,0.107050,0.560000
14,192,3002,2.139091,441,84.008217,75.911972,82.852203,84.561600,82.386360,83.367218,83.983749,84.504120,3.018066,1.737258,8.649628,-10.187500,3.820585,686750.562500,80.719910,0.903626,0.960857,inf,0.000000,-1.000000,0.101805,0.100000
15,200,3451,2.393007,456,42.314434,0.000000,37.960052,40.249710,37.359646,38.996826,39.663506,40.158211,17.877075,4.228129,40.249710,-552.656250,62.131866,145884.265625,35.990238,0.000000,0.850543,-nan,0.000000,-1.000000,0.110865,0.830000
16,203,2595,2.208948,421,35.276150,0.000000,25.844946,28.734823,24.432018,26.481312,27.897160,28.628345,11.479675,3.388167,28.734823,-177.474609,31.256771,67944.093750,22.343245,0.000000,0.633381,-nan,0.000000,-1.000000,0.148058,0.970000
17,190,3560,2.385855,367,26.227581,24.553259,28.539742,29.503887,28.099283,28.795059,29.238731,29.424189,0.963562,0.981612,4.950628,-1.753906,3.892394,81548.039062,27.282120,0.936162,1.040207,inf,0.000000,-1.000000,0.108004,0.910000
18,191,4110,2.668858,435,29.608992,0.000000,28.192982,29.449400,27.985188,28.772429,29.180803,29.374786,8.955750,2.992616,29.449400,-224.771484,75.817741,80380.000000,27.140524,0.000000,0.916631,inf,0.000000,-1.000000,0.104904,0.560000
19,191,4151,2.482891,442,25.893391,0.000000,23.084307,24.351002,22.884199,23.576023,24.103558,24.321289,6.435303,2.536790,24.351002,-124.359375,65.755211,53932.046875,21.640827,0.000000,0.835766,inf,0.000000,-1.000000,0.108957,0.710000
20,192,1810,1.610041,294,48.938744,0.000000,34.819580,38.867756,33.603409,35.296139,37.391785,38.447144,20.515381,4.529391,38.867756,-444.492188,32.668758,123291.859375,31.381777,0.000000,0.641246,-nan,0.000000,-1.000000,0.110865,0.990000
21,193,4196,2.398968,402,19.715372,0.000000,18.325050,19.441029,18.072868,18.672688,19.122622,19.405569,4.014679,2.003666,19.441029,-61.737793,67.037773,33982.214844,16.971106,0.000000,0.860806,inf,0.000000,-1.000000,0.113010,0.930000
22,190,4465,2.433062,386,13.898810,0.000000,13.012814,13.774849,12.825237,13.313144,13.547851,13.755620,2.061508,1.435795,13.774849,-22.224609,64.601082,17139.482422,12.287301,0.000000,0.884054,inf,0.000000,-1.000000,0.110865,0.950000
23,191,1769,1.605988,238,29.136805,0.000000,21.418951,24.003227,20.269695,22.496111,23.297066,23.842377,10.160614,3.187572,24.003227,-126.473633,21.056650,46893.207031,18.657560,0.000000,0.640343,-nan,0.000000,0.000000,0.113010,1.000000
24,190,4131,2.294064,371,35.232601,31.371113,33.790977,34.705811,33.330814,33.992741,34.395603,34.654266,0.588257,0.766979,3.334698,-0.500000,0.746555,114241.843750,32.689468,0.890400,0.927819,inf,0.000000,-1.000000,0.117064,0.730000
25,193,4453,2.583027,410,42.212902,35.470482,38.895309,40.075638,38.272633,39.143833,39.682171,39.963181,1.026978,1.013399,4.605156,-1.359375,1.127552,151387.203125,37.295376,0.840276,0.883507,inf,0.000000,-1.000000,0.108957,0.510000
26,192,3364,2.271175,368,36.361462,0.000000,30.739405,33.037506,30.168819,31.484783,32.132774,32.952854,12.994690,3.604815,33.037506,-305.691406,50.918194,95790.570312,28.877754,0.000000,0.794186,-nan,0.000000,-1.000000,0.108957,0.920000
27,202,4913,2.614975,441,30.208393,0.000000,30.649147,31.892012,30.292824,31.263323,31.684370,31.831989,10.383362,3.222322,31.892012,-288.234375,78.872147,94975.359375,29.618202,0.000000,0.980463,-nan,0.000000,-1.000000,0.105143,0.350000
28,203,4890,2.614021,465,21.835840,0.000000,21.778154,22.928318,21.452927,22.115360,22.637833,22.902761,5.470184,2.338843,22.928318,-103.615234,72.256783,47975.816406,20.862949,0.000000,0.955445,-nan,0.000000,-1.000000,0.111818,0.730000
29,190,1858,1.590967,305,9.432422,0.000000,9.765659,10.271317,9.599117,9.924560,10.121295,10.261876,1.063316,1.031172,10.271317,-9.303528,77.468842,9643.141602,9.412693,0.000000,0.997908,inf,0.000000,-1.000000,0.113010,0.970000
30,202,3532,2.418041,523,55.470047,0.000000,47.835777,49.991596,47.568352,48.913670,49.622154,49.924690,28.317383,5.321408,49.991596,-1139.648438,63.168457,231657.875000,46.507286,0.000000,0.838422,inf,0.000000,-1.000000,0.111818,0.600000
31,192,3337,2.324104,318,20.689362,0.000000,16.462929,18.252604,15.963518,17.352909,17.843878,18.176628,5.672577,2.381717,18.252604,-51.271973,21.089668,27670.058594,13.679879,0.000000,0.661204,-nan,0.000000,-1.000000,0.143051,0.960000
32,193,3107,2.203941,441,28.414608,0.000000,25.963449,26.889755,25.954777,26.564531,26.773853,26.852770,7.516541,2.741631,26.889755,-175.621094,77.473137,68161.726562,24.885391,0.000000,0.875796,inf,0.000000,-1.000000,0.118971,0.780000
33,191,4298,2.782106,442,23.476982,0.000000,19.821802,20.986425,19.618177,20.352022,20.681612,20.945189,4.874451,2.207816,20.986425,-78.863281,62.155312,39777.828125,18.546583,0.000000,0.789990,inf,0.000000,-1.000000,0.139952,0.780000
34,196,2971,2.176046,411,27.805326,0.000000,19.819752,21.076382,19.482340,20.187950,20.761311,21.039444,4.862305,2.205063,21.076382,-78.678711,62.470840,39768.488281,18.716244,0.000000,0.673117,-nan,0.000000,-1.000000,0.112057,0.970000
35,191,4174,2.871990,412,26.543976,0.000000,22.620047,23.895807,22.328608,22.941422,23.492720,23.778215,5.811768,2.410761,23.895807,-115.797852,74.549034,51747.828125,21.640566,0.000000,0.815272,-nan,0.000000,-1.000000,0.122070,0.880000
