qid,step,dists,elaps_ms,inserts,first_nn_dist,nn_dist,avg_dist,furthest_dist,percentile_25,percentile_50,percentile_75,percentile_95,variance,std,range,skewness,kurtosis,energy,nn10_dist,nn_to_first,nn10_to_first,RDE,TDR,NRS,feats_collect_time_ms,r
0,70,1799,1.513958,272,63813.000000,0.000000,67969.453125,75967.000000,67121.000000,70333.000000,72926.000000,75729.000000,98951680.000000,9947.446289,75967.000000,-4113572036608.000000,22.456921,471879843840.000000,58292.000000,0.000000,0.913482,-nan,0.000000,-1.000000,0.341892,0.960000
1,71,2347,1.785040,314,73410.000000,0.000000,68919.328125,76191.000000,66762.000000,71039.000000,73166.000000,75625.000000,77607936.000000,8809.537109,76191.000000,-3435067867136.000000,35.085930,482748137472.000000,60409.000000,0.000000,0.822899,-nan,0.000000,-1.000000,0.140905,0.960000
2,71,2022,1.559973,248,83576.000000,0.000000,73612.039062,82541.000000,72517.000000,77264.000000,80237.000000,82224.000000,176497152.000000,13285.222656,82541.000000,-8428202229760.000000,14.426336,559522971648.000000,65485.000000,0.000000,0.783538,-nan,0.000000,-1.000000,0.139952,0.960000
3,71,1705,1.400948,267,39470.000000,0.000000,35605.710938,40097.000000,33971.000000,36799.000000,38775.000000,39967.000000,26404480.000000,5138.528809,40097.000000,-525357547520.000000,22.032169,129417117696.000000,30472.000000,0.000000,0.772029,-nan,0.000000,0.000000,0.140905,1.000000
4,72,1649,1.387835,337,78787.000000,0.000000,63576.218750,76210.000000,59392.000000,67918.000000,72788.000000,75120.000000,189012224.000000,13748.171875,76210.000000,-6477683097600.000000,7.498622,423094779904.000000,51779.000000,0.000000,0.657202,-nan,0.000000,-1.000000,0.123978,0.990000
5,70,2167,1.664877,317,74765.000000,0.000000,71172.867188,77251.000000,68822.000000,73843.000000,75423.000000,76739.000000,88637440.000000,9414.746094,77251.000000,-4213027373056.000000,32.004425,515421437952.000000,66832.000000,0.000000,0.893894,-nan,0.000000,-1.000000,0.123978,0.860000
6,70,2440,1.850843,287,72042.000000,0.000000,66427.671875,77421.000000,64884.000000,72281.000000,75010.000000,77372.000000,268395520.000000,16382.781250,77421.000000,-11638019194880.000000,6.586728,468103102464.000000,47204.000000,0.000000,0.655229,-nan,0.000000,-1.000000,0.124931,0.940000
7,70,2663,1.970053,287,0.000000,0.000000,74538.359375,79850.000000,73891.000000,76760.000000,78316.000000,79324.000000,76275712.000000,8733.596680,79850.000000,-4251782742016.000000,50.416580,563224248320.000000,67079.000000,-1.000000,-1.000000,-nan,0.000000,-1.000000,0.129938,0.920000
8,70,1280,1.115799,260,34513.000000,0.000000,34004.308594,39100.000000,31665.000000,35009.000000,37790.000000,38983.000000,28069504.000000,5298.065918,39100.000000,-432315301888.000000,14.843691,118436249600.000000,27484.000000,0.000000,0.796338,-nan,0.000000,-1.000000,0.123978,0.990000
9,71,1118,1.008987,246,41883.000000,0.000000,30871.720703,35762.000000,28965.000000,31971.000000,33909.000000,35530.000000,26070784.000000,5105.955566,35762.000000,-422284623872.000000,14.790819,97913397248.000000,25975.000000,0.000000,0.620180,-nan,0.000000,-1.000000,0.123978,0.970000
