qid,step,dists,elaps_ms,inserts,first_nn_dist,nn_dist,avg_dist,furthest_dist,percentile_25,percentile_50,percentile_75,percentile_95,variance,std,range,skewness,kurtosis,energy,nn10_dist,nn_to_first,nn10_to_first,RDE,TDR,NRS,feats_collect_time_ms,r
0,1510,24498,39.078951,276,63813.000000,0.000000,67773.109375,75776.000000,67074.000000,70241.000000,72759.000000,75291.000000,97010176.000000,9849.374023,75776.000000,-4073810034688.000000,23.128538,469020442624.000000,58292.000000,0.000000,0.913482,-nan,0.000000,0.000000,0.356913,1.000000
1,1510,28095,41.483164,318,73410.000000,0.000000,68765.656250,75749.000000,66581.000000,70987.000000,73088.000000,75441.000000,76900864.000000,8769.313477,75749.000000,-3408324984832.000000,35.423771,480561594368.000000,60409.000000,0.000000,0.822899,-nan,0.000000,0.000000,0.138998,1.000000
2,1510,23753,38.537979,252,83576.000000,0.000000,73561.718750,82262.000000,72517.000000,77264.000000,80237.000000,82013.000000,175681024.000000,13254.471680,82262.000000,-8411492122624.000000,14.530142,558700756992.000000,65485.000000,0.000000,0.783538,-nan,0.000000,0.000000,0.149012,1.000000
3,1510,16127,34.362078,267,39470.000000,0.000000,35605.710938,40097.000000,33971.000000,36799.000000,38775.000000,39967.000000,26404480.000000,5138.528809,40097.000000,-525357547520.000000,22.032169,129417117696.000000,30472.000000,0.000000,0.772029,-nan,0.000000,0.000000,0.165939,1.000000
4,1510,24291,38.641214,338,78787.000000,0.000000,63570.519531,75892.000000,59392.000000,67918.000000,72788.000000,75120.000000,188871424.000000,13743.049805,75892.000000,-6477112672256.000000,7.508940,423008239616.000000,51779.000000,0.000000,0.657202,-nan,0.000000,0.000000,0.124931,1.000000
5,1510,27551,41.050196,332,74765.000000,0.000000,70773.171875,76257.000000,68822.000000,73481.000000,74765.000000,75857.000000,85515776.000000,9247.473633,76257.000000,-4129745272832.000000,33.676945,509435772928.000000,66832.000000,0.000000,0.893894,-nan,0.000000,0.000000,0.122786,1.000000
6,1510,32853,42.925119,293,72042.000000,0.000000,66307.203125,77258.000000,64884.000000,72042.000000,74925.000000,76761.000000,266298368.000000,16318.651367,77258.000000,-11570356682752.000000,6.654186,466294374400.000000,47204.000000,0.000000,0.655229,-nan,0.000000,0.000000,0.118971,1.000000
7,1510,32727,43.151140,296,0.000000,0.000000,74200.101562,79105.000000,73523.000000,76325.000000,78190.000000,79017.000000,75057664.000000,8663.583008,79105.000000,-4185680510976.000000,51.143585,558071283712.000000,67079.000000,-1.000000,-1.000000,-nan,0.000000,0.000000,0.130892,1.000000
8,1510,13680,31.544209,261,34513.000000,0.000000,33999.550781,39076.000000,31665.000000,35009.000000,37790.000000,38858.000000,28023168.000000,5293.691406,39076.000000,-432252387328.000000,14.889404,118399254528.000000,27484.000000,0.000000,0.796338,-nan,0.000000,0.000000,0.119925,1.000000
9,1510,10104,29.396057,250,41883.000000,0.000000,30851.140625,35619.000000,28965.000000,31971.000000,33909.000000,35495.000000,25893376.000000,5088.553223,35619.000000,-421835833344.000000,14.973473,97768628224.000000,25975.000000,0.000000,0.620180,-nan,0.000000,0.000000,0.122070,1.000000
10,1510,13380,31.222105,241,0.000000,0.000000,26281.849609,30307.000000,25182.000000,28394.000000,29407.000000,30164.000000,31179904.000000,5583.896973,30307.000000,-499375931392.000000,9.125522,72191549440.000000,20262.000000,-1.000000,-1.000000,-nan,0.000000,0.000000,0.117064,1.000000
11,1510,10701,28.991938,192,47153.000000,0.000000,45818.531250,57413.000000,40531.000000,48515.000000,54044.000000,56710.000000,120548736.000000,10979.468750,57413.000000,-2242962784256.000000,3.665311,221988651008.000000,32159.000000,0.000000,0.682014,-nan,0.000000,0.000000,0.121117,1.000000
12,1510,18609,34.366846,276,38840.000000,0.000000,49238.261719,54602.000000,47375.000000,50581.000000,52540.000000,54371.000000,41521408.000000,6443.710938,54602.000000,-1266973409280.000000,31.865170,246592798720.000000,43142.000000,0.000000,1.110762,-nan,0.000000,0.000000,0.117064,1.000000
13,1510,20041,35.355091,367,56347.000000,0.000000,37494.109375,43002.000000,34996.000000,39323.000000,41432.000000,42725.000000,36025984.000000,6002.165039,43002.000000,-623286157312.000000,13.524736,144183427072.000000,31139.000000,0.000000,0.552629,-nan,0.000000,0.000000,0.159025,1.000000
14,1510,8088,28.068066,325,24981.000000,0.000000,22732.759766,25041.000000,22534.000000,23356.000000,24455.000000,24938.000000,10909312.000000,3302.924805,25041.000000,-156888989696.000000,23.614803,52768768000.000000,20583.000000,0.000000,0.823946,-nan,0.000000,0.000000,0.116825,1.000000
15,1510,23766,37.530899,370,86567.000000,0.000000,72731.210938,80229.000000,72360.000000,75262.000000,77986.000000,79984.000000,134714880.000000,11606.673828,80229.000000,-6566199689216.000000,19.876509,542454349824.000000,65896.000000,0.000000,0.761214,-nan,0.000000,0.000000,0.123024,1.000000
16,1510,20624,35.663128,296,52270.000000,0.000000,48009.320312,54057.000000,43966.000000,49792.000000,52239.000000,53874.000000,43256832.000000,6576.992676,54057.000000,-1130247487488.000000,25.794031,234815143936.000000,41151.000000,0.000000,0.787278,-nan,0.000000,0.000000,0.116825,1.000000
17,1510,17376,33.695936,241,20474.000000,0.000000,21909.789062,25383.000000,20676.000000,22809.000000,24146.000000,25172.000000,13931296.000000,3732.465088,25383.000000,-162320613376.000000,13.706400,49397014528.000000,18122.000000,0.000000,0.885123,-nan,0.000000,0.000000,0.118017,1.000000
18,1510,30242,41.163921,230,57528.000000,0.000000,64892.699219,72988.000000,62031.000000,66965.000000,70734.000000,72498.000000,96573184.000000,9827.166016,72988.000000,-3944776466432.000000,22.564411,430763573248.000000,57528.000000,0.000000,1.000000,-nan,0.000000,0.000000,0.123978,1.000000
19,1510,14122,32.210827,251,55572.000000,0.000000,58931.078125,64927.000000,56522.000000,61173.000000,63148.000000,64636.000000,59011328.000000,7681.883301,64927.000000,-2161928830976.000000,32.280373,353188315136.000000,52141.000000,0.000000,0.938260,-nan,0.000000,0.000000,0.132084,1.000000
20,1510,20184,35.168171,232,108882.000000,0.000000,77018.257812,89896.000000,73847.000000,80959.000000,86634.000000,89372.000000,238619648.000000,15447.318359,89896.000000,-9709444661248.000000,8.386827,617043132416.000000,57016.000000,0.000000,0.523649,-nan,0.000000,0.000000,0.122070,1.000000
21,1510,19064,34.708977,242,62673.000000,0.000000,54572.000000,62969.000000,53022.000000,58141.000000,61479.000000,62568.000000,124371968.000000,11152.217773,62969.000000,-3827101073408.000000,8.757280,310247522304.000000,42156.000000,0.000000,0.672634,-nan,0.000000,0.000000,0.118017,1.000000
22,1510,24460,37.989855,268,87217.000000,0.000000,84418.601562,94219.000000,82209.000000,87665.000000,91801.000000,93832.000000,187753472.000000,13702.316406,94219.000000,-10862643380224.000000,21.499559,731425406976.000000,73852.000000,0.000000,0.846762,-nan,0.000000,0.000000,0.113964,1.000000
23,1510,11335,30.084848,266,36905.000000,0.000000,32867.820312,36354.000000,32349.000000,33836.000000,35457.000000,36254.000000,22272768.000000,4719.403320,36354.000000,-454184402944.000000,24.380392,110256635904.000000,29040.000000,0.000000,0.786885,-nan,0.000000,0.000000,0.123024,1.000000
24,1510,20832,35.752058,272,50664.000000,0.000000,58737.238281,64149.000000,58310.000000,60703.000000,62436.000000,63794.000000,63576576.000000,7973.492188,64149.000000,-2445715439616.000000,29.399158,351363956736.000000,52303.000000,0.000000,1.032350,-nan,0.000000,0.000000,0.117064,1.000000
25,1510,24363,38.528919,386,73514.000000,0.000000,55931.308594,61757.000000,53530.000000,58299.000000,60285.000000,61666.000000,57262848.000000,7567.222168,61757.000000,-1871666216960.000000,27.581211,318557421568.000000,47845.000000,0.000000,0.650828,-nan,0.000000,0.000000,0.119925,1.000000
26,1510,8267,26.435137,200,8382.000000,0.000000,17481.640625,27886.000000,10121.000000,19408.000000,24322.000000,27409.000000,63646464.000000,7977.873535,27886.000000,-241791664128.000000,-1.069065,36925419520.000000,4973.000000,0.000000,0.593295,-nan,0.000000,0.000000,0.116110,1.000000
27,1510,12919,30.539989,259,35031.000000,0.000000,43795.230469,50847.000000,40834.000000,46251.000000,48548.000000,50525.000000,56450304.000000,7513.341797,50847.000000,-1156705157120.000000,10.968225,197447254016.000000,36841.000000,0.000000,1.051669,-nan,0.000000,0.000000,0.160933,1.000000
28,1510,22677,37.038088,247,42277.000000,0.000000,34340.328125,38681.000000,32995.000000,35958.000000,37863.000000,38465.000000,36703232.000000,6058.319336,38681.000000,-823803248640.000000,16.264400,121596133376.000000,30864.000000,0.000000,0.730042,-nan,0.000000,0.000000,0.119925,1.000000
29,1510,18192,34.368038,303,40828.000000,0.000000,40378.710938,45022.000000,39122.000000,42504.000000,43580.000000,44852.000000,45585152.000000,6751.677734,45022.000000,-1222203408384.000000,18.047541,167602552832.000000,36550.000000,0.000000,0.895219,-nan,0.000000,0.000000,0.125885,1.000000
30,1510,25718,38.523197,320,52113.000000,0.000000,44551.941406,50895.000000,43465.000000,46989.000000,49484.000000,50682.000000,80181888.000000,8954.433594,50895.000000,-2287112028160.000000,11.548815,206505738240.000000,37590.000000,0.000000,0.721317,-nan,0.000000,0.000000,0.120163,1.000000
31,1510,21696,36.415100,289,43638.000000,0.000000,36081.890625,39648.000000,35251.000000,36730.000000,38534.000000,39377.000000,19994624.000000,4471.534668,39648.000000,-485150949376.000000,39.883972,132189749248.000000,32634.000000,0.000000,0.747834,-nan,0.000000,0.000000,0.119209,1.000000
32,1510,29571,40.810823,366,73026.000000,0.000000,70797.953125,76675.000000,69809.000000,73469.000000,75461.000000,76447.000000,98260480.000000,9912.642578,76675.000000,-4619975524352.000000,27.068382,511061065728.000000,65297.000000,0.000000,0.894161,-nan,0.000000,0.000000,0.114918,1.000000
33,1510,14437,31.805992,258,25547.000000,0.000000,23828.750000,27230.000000,22852.000000,24587.000000,26076.000000,27054.000000,15071936.000000,3882.259033,27230.000000,-216269848576.000000,18.190554,58288128000.000000,20074.000000,0.000000,0.785767,-nan,0.000000,0.000000,0.117064,1.000000
34,1510,19632,35.384178,265,58166.000000,0.000000,81605.070312,90851.000000,78013.000000,84760.000000,88051.000000,90180.000000,121473024.000000,11021.480469,90851.000000,-5811896057856.000000,27.792711,678086049792.000000,70203.000000,0.000000,1.206942,-nan,0.000000,0.000000,0.123024,1.000000
35,1510,15930,33.143997,262,37008.000000,0.000000,35728.101562,40055.000000,34506.000000,36949.000000,38559.000000,39750.000000,31119744.000000,5578.507324,40055.000000,-707264512000.000000,20.612158,130761703424.000000,32179.000000,0.000000,0.869515,-nan,0.000000,0.000000,0.125170,1.000000
36,1511,25010,38.522005,318,83828.000000,0.000000,55591.601562,61908.000000,53729.000000,57115.000000,59906.000000,61567.000000,55144960.000000,7425.965332,61908.000000,-1835158994944.000000,29.238586,314557104128.000000,48284.000000,0.000000,0.575989,-nan,0.000000,0.000000,0.128031,1.000000
