qid,step,dists,elaps_ms,inserts,first_nn_dist,nn_dist,avg_dist,furthest_dist,percentile_25,percentile_50,percentile_75,percentile_95,variance,std,range,skewness,kurtosis,energy,nn10_dist,nn_to_first,nn10_to_first,RDE,TDR,NRS,feats_collect_time_ms,r
0,60,1555,1.280785,270,63813.000000,0.000000,68042.101562,76078.000000,67121.000000,70333.000000,72956.000000,75858.000000,99810304.000000,9990.510742,76078.000000,-4127094472704.000000,22.148159,472953815040.000000,58292.000000,0.000000,0.913482,-nan,0.000000,-1.000000,0.337839,0.940000
1,61,2032,1.502991,314,73410.000000,0.000000,68919.328125,76191.000000,66762.000000,71039.000000,73166.000000,75625.000000,77607936.000000,8809.537109,76191.000000,-3435067867136.000000,35.085930,482748137472.000000,60409.000000,0.000000,0.822899,-nan,0.000000,-1.000000,0.125885,0.960000
2,61,1752,1.321077,247,83576.000000,0.000000,73617.632812,82572.000000,72517.000000,77264.000000,80237.000000,82262.000000,176593920.000000,13288.864258,82572.000000,-8429913505792.000000,14.413721,559614984192.000000,65485.000000,0.000000,0.783538,-nan,0.000000,-1.000000,0.127077,0.950000
3,61,1492,1.194000,266,39470.000000,0.000000,35612.128906,40121.000000,33971.000000,36799.000000,38775.000000,39975.000000,26458496.000000,5143.782227,40121.000000,-525542096896.000000,21.952427,129468227584.000000,30472.000000,0.000000,0.772029,-nan,0.000000,-1.000000,0.131130,0.990000
4,62,1374,1.132011,334,78787.000000,0.000000,63610.191406,76301.000000,59392.000000,67918.000000,72788.000000,75437.000000,189814272.000000,13777.309570,76301.000000,-6482749816832.000000,7.440755,423607074816.000000,51779.000000,0.000000,0.657202,-nan,0.000000,-1.000000,0.113964,0.970000
5,61,1915,1.418114,315,74765.000000,0.000000,71254.671875,77426.000000,68822.000000,73848.000000,75535.000000,77031.000000,89242624.000000,9446.831055,77426.000000,-4230811222016.000000,31.707859,516647059456.000000,66832.000000,0.000000,0.893894,-nan,0.000000,-1.000000,0.120878,0.840000
6,60,2094,1.508951,286,72042.000000,0.000000,66466.523438,77441.000000,64884.000000,72281.000000,75013.000000,77377.000000,269098496.000000,16404.222656,77441.000000,-11659527585792.000000,6.563346,468689715200.000000,47204.000000,0.000000,0.655229,-nan,0.000000,-1.000000,0.118971,0.930000
7,61,2353,1.688957,285,0.000000,0.000000,74559.609375,79991.000000,73891.000000,76760.000000,78316.000000,79600.000000,76483584.000000,8745.489258,79991.000000,-4255138185216.000000,50.190060,563561889792.000000,67079.000000,-1.000000,-1.000000,-nan,0.000000,-1.000000,0.119925,0.900000
8,60,1117,0.965118,260,34513.000000,0.000000,34004.308594,39100.000000,31665.000000,35009.000000,37790.000000,38983.000000,28069504.000000,5298.065918,39100.000000,-432315301888.000000,14.843691,118436249600.000000,27484.000000,0.000000,0.796338,-nan,0.000000,-1.000000,0.115871,0.990000
9,61,1021,0.862122,245,41883.000000,0.000000,30901.859375,35767.000000,28965.000000,31971.000000,34160.000000,35605.000000,26274304.000000,5125.846680,35767.000000,-423572275200.000000,14.598402,98119925760.000000,25975.000000,0.000000,0.620180,-nan,0.000000,-1.000000,0.112057,0.960000
10,60,1264,1.026154,239,0.000000,0.000000,26292.320312,30328.000000,25182.000000,28394.000000,29407.000000,30210.000000,31257024.000000,5590.798340,30328.000000,-499929579520.000000,9.089331,72254308352.000000,20262.000000,-1.000000,-1.000000,-nan,0.000000,-1.000000,0.110865,0.980000
11,60,671,0.648975,192,47153.000000,0.000000,45818.531250,57413.000000,40531.000000,48515.000000,54044.000000,56710.000000,120548736.000000,10979.468750,57413.000000,-2242962784256.000000,3.665311,221988651008.000000,32159.000000,0.000000,0.682014,-nan,0.000000,0.000000,0.113964,1.000000
12,60,1556,1.201153,270,38840.000000,0.000000,49371.980469,54990.000000,47375.000000,50623.000000,52900.000000,54621.000000,42631168.000000,6529.254883,54990.000000,-1276502867968.000000,30.472961,248022384640.000000,43142.000000,0.000000,1.110762,-nan,0.000000,-1.000000,0.111103,0.940000
13,65,1997,1.498938,364,56347.000000,0.000000,37537.488281,43212.000000,34996.000000,39323.000000,41487.000000,42875.000000,36431360.000000,6035.839844,43212.000000,-625089708032.000000,13.254652,144549445632.000000,31139.000000,0.000000,0.552629,-nan,0.000000,-1.000000,0.149012,0.970000
14,62,1143,0.972986,311,24981.000000,0.000000,22853.619141,25310.000000,22551.000000,23549.000000,24681.000000,25193.000000,11315840.000000,3363.902588,25310.000000,-159759990784.000000,22.359056,53360373760.000000,20583.000000,0.000000,0.823946,-nan,0.000000,-1.000000,0.115156,0.870000
