qid,step,dists,elaps_ms,inserts,first_nn_dist,nn_dist,avg_dist,furthest_dist,percentile_25,percentile_50,percentile_75,percentile_95,variance,std,range,skewness,kurtosis,energy,nn10_dist,nn_to_first,nn10_to_first,RDE,TDR,NRS,feats_collect_time_ms,r
0,100,2451,2.432108,274,63813.000000,0.000000,67893.531250,75945.000000,67121.000000,70333.000000,72776.000000,75552.000000,98029056.000000,9900.961914,75945.000000,-4099948937216.000000,22.801069,470756065280.000000,58292.000000,0.000000,0.913482,-nan,0.000000,-1.000000,0.248909,0.980000
1,100,3062,3.325224,314,73410.000000,0.000000,68919.328125,76191.000000,66762.000000,71039.000000,73166.000000,75625.000000,77607936.000000,8809.537109,76191.000000,-3435067867136.000000,35.085930,482748137472.000000,60409.000000,0.000000,0.822899,-nan,0.000000,-1.000000,0.125885,0.960000
2,101,2725,2.910852,252,83576.000000,0.000000,73561.718750,82262.000000,72517.000000,77264.000000,80237.000000,82013.000000,175681024.000000,13254.471680,82262.000000,-8411492122624.000000,14.530142,558700756992.000000,65485.000000,0.000000,0.783538,-nan,0.000000,0.000000,0.127077,1.000000
3,100,2181,2.223969,267,39470.000000,0.000000,35605.710938,40097.000000,33971.000000,36799.000000,38775.000000,39967.000000,26404480.000000,5138.528809,40097.000000,-525357547520.000000,22.032169,129417117696.000000,30472.000000,0.000000,0.772029,-nan,0.000000,0.000000,0.163794,1.000000
4,102,2357,2.328873,338,78787.000000,0.000000,63570.519531,75892.000000,59392.000000,67918.000000,72788.000000,75120.000000,188871424.000000,13743.049805,75892.000000,-6477112672256.000000,7.508940,423008239616.000000,51779.000000,0.000000,0.657202,-nan,0.000000,0.000000,0.113010,1.000000
5,100,3026,3.165007,327,74765.000000,0.000000,70868.703125,76528.000000,68822.000000,73591.000000,74800.000000,76257.000000,86354432.000000,9292.708984,76528.000000,-4148569309184.000000,33.184509,510872748032.000000,66832.000000,0.000000,0.893894,-nan,0.000000,-1.000000,0.113964,0.950000
6,100,3395,3.252983,292,72042.000000,0.000000,66318.640625,77372.000000,64884.000000,72042.000000,74925.000000,76856.000000,266539008.000000,16326.022461,77372.000000,-11575792500736.000000,6.645011,466470076416.000000,47204.000000,0.000000,0.655229,-nan,0.000000,-1.000000,0.113964,0.990000
7,100,3688,3.271103,291,0.000000,0.000000,74401.906250,79600.000000,73529.000000,76752.000000,78289.000000,79105.000000,76099584.000000,8723.507812,79600.000000,-4225610285056.000000,50.263451,561174347776.000000,67079.000000,-1.000000,-1.000000,-nan,0.000000,-1.000000,0.119925,0.950000
8,100,1692,1.625061,261,34513.000000,0.000000,33999.550781,39076.000000,31665.000000,35009.000000,37790.000000,38858.000000,28023168.000000,5293.691406,39076.000000,-432252387328.000000,14.889404,118399254528.000000,27484.000000,0.000000,0.796338,-nan,0.000000,0.000000,0.110865,1.000000
9,101,1605,1.541853,249,41883.000000,0.000000,30852.050781,35654.000000,28965.000000,31971.000000,33909.000000,35495.000000,25902144.000000,5089.415039,35654.000000,-421854707712.000000,14.964340,97775116288.000000,25975.000000,0.000000,0.620180,-nan,0.000000,-1.000000,0.114918,0.990000
10,100,2001,1.957893,241,0.000000,0.000000,26281.849609,30307.000000,25182.000000,28394.000000,29407.000000,30164.000000,31179904.000000,5583.896973,30307.000000,-499375931392.000000,9.125522,72191549440.000000,20262.000000,-1.000000,-1.000000,-nan,0.000000,0.000000,0.110865,1.000000
11,100,983,0.950098,192,47153.000000,0.000000,45818.531250,57413.000000,40531.000000,48515.000000,54044.000000,56710.000000,120548736.000000,10979.468750,57413.000000,-2242962784256.000000,3.665311,221988651008.000000,32159.000000,0.000000,0.682014,-nan,0.000000,0.000000,0.115156,1.000000
12,100,2359,2.253056,275,38840.000000,0.000000,49260.210938,54621.000000,47375.000000,50581.000000,52763.000000,54379.000000,41709056.000000,6458.254883,54621.000000,-1268474970112.000000,31.620361,246827761664.000000,43142.000000,0.000000,1.110762,-nan,0.000000,-1.000000,0.112057,0.990000
13,103,2814,2.465010,367,56347.000000,0.000000,37494.109375,43002.000000,34996.000000,39323.000000,41432.000000,42725.000000,36025984.000000,6002.165039,43002.000000,-623286157312.000000,13.524736,144183427072.000000,31139.000000,0.000000,0.552629,-nan,0.000000,0.000000,0.142097,1.000000
14,101,1600,1.421213,324,24981.000000,0.000000,22733.320312,25048.000000,22534.000000,23356.000000,24455.000000,24938.000000,10911872.000000,3303.312256,25048.000000,-156899475456.000000,23.605478,52771569664.000000,20583.000000,0.000000,0.823946,-nan,0.000000,-1.000000,0.110149,0.990000
15,102,2434,2.372026,365,86567.000000,0.000000,72844.546875,80620.000000,72360.000000,75454.000000,78103.000000,80229.000000,135909376.000000,11658.017578,80620.000000,-6601935159296.000000,19.642673,544223723520.000000,65896.000000,0.000000,0.761214,-nan,0.000000,-1.000000,0.110865,0.950000
16,101,2608,2.252817,296,52270.000000,0.000000,48009.320312,54057.000000,43966.000000,49792.000000,52239.000000,53874.000000,43256832.000000,6576.992676,54057.000000,-1130247487488.000000,25.794031,234815143936.000000,41151.000000,0.000000,0.787278,-nan,0.000000,0.000000,0.112057,1.000000
17,100,2332,2.237082,241,20474.000000,0.000000,21909.789062,25383.000000,20676.000000,22809.000000,24146.000000,25172.000000,13931296.000000,3732.465088,25383.000000,-162320613376.000000,13.706400,49397014528.000000,18122.000000,0.000000,0.885123,-nan,0.000000,0.000000,0.112057,1.000000
18,100,3178,2.767086,228,57528.000000,0.000000,64934.488281,73047.000000,62031.000000,66965.000000,70805.000000,72537.000000,97079040.000000,9852.870117,73047.000000,-3952158441472.000000,22.373150,431356674048.000000,57528.000000,0.000000,1.000000,-nan,0.000000,-1.000000,0.116825,0.980000
19,100,1881,1.601934,251,55572.000000,0.000000,58931.078125,64927.000000,56522.000000,61173.000000,63148.000000,64636.000000,59011328.000000,7681.883301,64927.000000,-2161928830976.000000,32.280373,353188315136.000000,52141.000000,0.000000,0.938260,-nan,0.000000,0.000000,0.113964,1.000000
20,101,1930,1.667976,232,108882.000000,0.000000,77018.257812,89896.000000,73847.000000,80959.000000,86634.000000,89372.000000,238619648.000000,15447.318359,89896.000000,-9709444661248.000000,8.386827,617043132416.000000,57016.000000,0.000000,0.523649,-nan,0.000000,0.000000,0.113964,1.000000
21,100,2100,1.770020,238,62673.000000,0.000000,54793.671875,63250.000000,53181.000000,58543.000000,61555.000000,62947.000000,125849600.000000,11218.270508,63250.000000,-3892062453760.000000,8.707826,312819613696.000000,42156.000000,0.000000,0.672634,-nan,0.000000,-1.000000,0.110865,0.960000
22,100,2781,2.420187,264,87217.000000,0.000000,84479.078125,94575.000000,82209.000000,87665.000000,91801.000000,94005.000000,188862464.000000,13742.723633,94575.000000,-10881299644416.000000,21.291595,732557737984.000000,73852.000000,0.000000,0.846762,-nan,0.000000,-1.000000,0.109911,0.960000
23,101,1876,1.505136,262,36905.000000,0.000000,32918.218750,36438.000000,32349.000000,33873.000000,35470.000000,36317.000000,22507008.000000,4744.155273,36438.000000,-456579350528.000000,24.001755,110611611648.000000,29040.000000,0.000000,0.786885,-nan,0.000000,-1.000000,0.113964,0.960000
24,100,2610,2.060890,271,50664.000000,0.000000,58790.160156,64158.000000,58310.000000,60826.000000,62517.000000,63794.000000,63867136.000000,7991.691895,64158.000000,-2454221488128.000000,29.233898,352014991360.000000,52303.000000,0.000000,1.032350,-nan,0.000000,-1.000000,0.113010,0.990000
25,101,3183,2.653837,382,73514.000000,0.000000,56047.421875,61899.000000,53530.000000,58417.000000,60689.000000,61756.000000,58006784.000000,7616.218262,61899.000000,-1886631493632.000000,27.070442,319932039168.000000,47845.000000,0.000000,0.650828,-nan,0.000000,-1.000000,0.108004,0.960000
26,100,630,0.680923,200,8382.000000,0.000000,17481.640625,27886.000000,10121.000000,19408.000000,24322.000000,27409.000000,63646464.000000,7977.873535,27886.000000,-241791664128.000000,-1.069065,36925419520.000000,4973.000000,0.000000,0.593295,-nan,0.000000,0.000000,0.110149,1.000000
27,100,1656,1.327991,259,35031.000000,0.000000,43795.230469,50847.000000,40834.000000,46251.000000,48548.000000,50525.000000,56450304.000000,7513.341797,50847.000000,-1156705157120.000000,10.968225,197447254016.000000,36841.000000,0.000000,1.051669,-nan,0.000000,0.000000,0.135899,1.000000
28,101,2847,2.324104,245,42277.000000,0.000000,34348.710938,38918.000000,32995.000000,35958.000000,37863.000000,38535.000000,36774272.000000,6064.179199,38918.000000,-824256233472.000000,16.212080,121660825600.000000,30864.000000,0.000000,0.730042,-nan,0.000000,-1.000000,0.114202,0.980000
29,100,2447,1.734018,303,40828.000000,0.000000,40378.710938,45022.000000,39122.000000,42504.000000,43580.000000,44852.000000,45585152.000000,6751.677734,45022.000000,-1222203408384.000000,18.047541,167602552832.000000,36550.000000,0.000000,0.895219,-nan,0.000000,0.000000,0.118971,1.000000
30,101,2992,2.452850,319,52113.000000,0.000000,44569.011719,50981.000000,43465.000000,46989.000000,49567.000000,50701.000000,80371840.000000,8965.034180,50981.000000,-2289603444736.000000,11.506140,206676869120.000000,37590.000000,0.000000,0.721317,-nan,0.000000,-1.000000,0.113964,0.990000
31,101,2914,2.228975,289,43638.000000,0.000000,36081.890625,39648.000000,35251.000000,36730.000000,38534.000000,39377.000000,19994624.000000,4471.534668,39648.000000,-485150949376.000000,39.883972,132189749248.000000,32634.000000,0.000000,0.747834,-nan,0.000000,0.000000,0.113964,1.000000
32,102,3191,2.477169,364,73026.000000,0.000000,70809.562500,76801.000000,69809.000000,73469.000000,75461.000000,76547.000000,98391552.000000,9919.251953,76801.000000,-4622290780160.000000,27.011419,511238537216.000000,65297.000000,0.000000,0.894161,-nan,0.000000,-1.000000,0.109196,0.980000
33,100,1907,1.453161,258,25547.000000,0.000000,23828.750000,27230.000000,22852.000000,24587.000000,26076.000000,27054.000000,15071936.000000,3882.259033,27230.000000,-216269848576.000000,18.190554,58288128000.000000,20074.000000,0.000000,0.785767,-nan,0.000000,0.000000,0.112057,1.000000
34,102,2175,1.648903,265,58166.000000,0.000000,81605.070312,90851.000000,78013.000000,84760.000000,88051.000000,90180.000000,121473024.000000,11021.480469,90851.000000,-5811896057856.000000,27.792711,678086049792.000000,70203.000000,0.000000,1.206942,-nan,0.000000,0.000000,0.109911,1.000000
35,100,2098,1.556873,262,37008.000000,0.000000,35728.101562,40055.000000,34506.000000,36949.000000,38559.000000,39750.000000,31119744.000000,5578.507324,40055.000000,-707264512000.000000,20.612158,130761703424.000000,32179.000000,0.000000,0.869515,-nan,0.000000,0.000000,0.118017,1.000000
36,102,2908,2.273083,318,83828.000000,0.000000,55591.601562,61908.000000,53729.000000,57115.000000,59906.000000,61567.000000,55144960.000000,7425.965332,61908.000000,-1835158994944.000000,29.238586,314557104128.000000,48284.000000,0.000000,0.575989,-nan,0.000000,0.000000,0.113010,1.000000
37,102,3822,2.928972,378,92174.000000,0.000000,76249.992188,84115.000000,74954.000000,77751.000000,81721.000000,83658.000000,120258048.000000,10966.222656,84115.000000,-6203409170432.000000,26.481430,593431887872.000000,70030.000000,0.000000,0.759759,-nan,0.000000,-1.000000,0.119925,0.970000
38,101,3788,2.786875,274,71816.000000,0.000000,63936.910156,70219.000000,63540.000000,66730.000000,68872.000000,69906.000000,106851584.000000,10336.904297,70219.000000,-5312404783104.000000,26.457676,419478011904.000000,56322.000000,0.000000,0.784254,-nan,0.000000,-1.000000,0.113010,0.960000
39,100,1630,1.251221,243,68112.000000,0.000000,72577.359375,82433.000000,69782.000000,76476.000000,79094.000000,82013.000000,131685376.000000,11475.424805,82433.000000,-4969411379200.000000,15.377508,539915845632.000000,61465.000000,0.000000,0.902411,-nan,0.000000,-1.000000,0.113010,0.980000
40,100,2305,1.742125,270,75645.000000,0.000000,68202.773438,76885.000000,65935.000000,71522.000000,75028.000000,76567.000000,143866880.000000,11994.452148,76885.000000,-6007216406528.000000,14.384029,479548506112.000000,56985.000000,0.000000,0.753321,-nan,0.000000,-1.000000,0.113010,0.990000
