qid,step,dists,elaps_ms,inserts,first_nn_dist,nn_dist,avg_dist,furthest_dist,percentile_25,percentile_50,percentile_75,percentile_95,variance,std,range,skewness,kurtosis,energy,nn10_dist,nn_to_first,nn10_to_first,RDE,TDR,NRS,feats_collect_time_ms,r
0,2211,33310,72.068930,124,36.270206,0.000000,29.584665,33.322697,28.247787,31.605011,32.155712,33.139355,41.467712,6.439543,33.322697,-1025.947266,14.853491,22918.003906,31.327814,0.000000,0.863734,-nan,0.000000,-0.016667,0.183105,0.960000
1,2211,24474,63.958883,178,17.493122,0.000000,13.476227,14.704666,13.830709,14.169055,14.573750,14.646654,8.243652,2.871176,14.704666,-98.181885,16.461412,4746.308594,14.078528,0.000000,0.804804,inf,0.000000,0.000000,0.056982,1.000000
2,2210,34376,68.133831,96,22.248182,0.000000,18.613235,21.111996,18.933090,19.806660,20.495380,21.072937,17.894318,4.230167,21.111996,-263.969727,12.224885,9108.671875,19.297384,0.000000,0.867369,-nan,0.000000,0.000000,0.052214,1.000000
3,2210,31467,65.335035,145,46.293488,0.000000,41.529545,44.300362,42.719597,43.542366,43.843109,44.213284,72.536133,8.516815,44.300362,-2857.054688,19.617758,44930.980469,42.925220,0.000000,0.927241,inf,0.000000,-0.026667,0.046968,0.960000
4,2211,27979,63.818932,170,64.289703,0.000000,49.613995,54.027973,49.143063,52.405422,53.688309,53.985382,107.072510,10.347585,54.027973,-4854.093750,18.151772,64215.523438,51.456085,0.000000,0.800378,inf,0.000000,0.000000,0.054121,1.000000
5,2211,35758,66.779852,111,27.733305,0.000000,22.649067,24.851812,22.588057,24.237375,24.514467,24.731514,23.596497,4.857623,24.851812,-464.843750,15.949570,13414.417969,23.759981,0.000000,0.856731,-nan,0.000000,-0.013333,0.044823,0.960000
6,2210,31456,63.760042,155,24.911234,0.000000,17.971165,20.037287,18.137016,18.930367,19.440626,19.955189,15.109650,3.887113,20.037287,-233.281738,15.355316,8451.810547,18.620991,0.000000,0.747494,-nan,0.000000,0.000000,0.046968,1.000000
7,2210,35560,65.486193,131,25.818909,0.000000,20.974634,23.717892,21.151190,22.387968,23.184948,23.371429,22.202271,4.711928,23.717892,-374.907227,12.875489,11553.438477,21.688520,0.000000,0.840025,-nan,0.000000,0.000000,0.044823,1.000000
8,2212,30316,63.081980,207,39.434818,0.000000,28.432732,31.852631,28.223665,30.404554,31.495420,31.818764,39.686401,6.299715,31.852631,-917.529297,13.661812,21202.666016,29.352133,0.000000,0.744320,inf,0.000000,0.000000,0.046015,1.000000
9,2210,34696,65.127134,111,19.653963,0.000000,16.715029,18.741554,16.149824,17.512690,18.340961,18.660448,12.812225,3.579417,18.741554,-184.699707,16.049038,7305.110352,17.232138,0.000000,0.876777,inf,0.000000,0.000000,0.047922,1.000000
10,2210,34459,63.786030,129,15.783746,0.000000,12.612798,14.278735,12.177099,13.393115,14.050868,14.226697,7.601395,2.757063,14.278735,-79.282227,14.572611,4167.101562,12.717969,0.000000,0.805764,inf,0.000000,0.000000,0.052929,1.000000
